id,name,rank,averageRating,bggRating,numRatings,numOwned,weight,minPlayers,maxPlayers,minTime,maxTime,link
342810,Marrakesh,851,8.18074,6.68721,1628,2911,3.35,2,4,120,120,https://boardgamegeek.com/boardgame/342810
79127,Star Trek: Fleet Captains,852,7.47695,6.68649,3305,5212,3.0598,2,4,90,120,https://boardgamegeek.com/boardgame/79127
175117,Celestia,853,6.94574,6.68639,10899,14590,1.3281,2,6,30,30,https://boardgamegeek.com/boardgame/175117
214029,SpaceCorp: 2025-2300AD,854,7.68498,6.68594,2519,4769,2.9595,1,4,60,240,https://boardgamegeek.com/boardgame/214029
277700,Merchants Cove,855,7.51321,6.68528,3116,7052,2.7347,1,4,60,90,https://boardgamegeek.com/boardgame/277700
117915,Yedo,856,7.36327,6.68449,3767,4531,3.3417,2,5,120,180,https://boardgamegeek.com/boardgame/117915
275467,Letter Jam,857,7.21163,6.68414,4479,8117,1.9733,2,6,45,45,https://boardgamegeek.com/boardgame/275467
8125,Santiago,858,7.1393,6.68411,5248,4837,2.49,3,5,75,75,https://boardgamegeek.com/boardgame/8125
318560,Witchstone,859,7.58706,6.68343,2686,4822,2.7742,2,4,60,90,https://boardgamegeek.com/boardgame/318560
179275,One Deck Dungeon,860,6.9658,6.6832,10867,22371,2.0704,1,2,30,30,https://boardgamegeek.com/boardgame/179275
299684,Khôra: Rise of an Empire,861,7.44947,6.68301,3226,5276,2.7458,2,4,75,75,https://boardgamegeek.com/boardgame/299684
234671,Pandemic: Rising Tide,862,7.56284,6.68288,2764,5961,2.5294,2,5,45,45,https://boardgamegeek.com/boardgame/234671
12962,Reef Encounter,863,7.1409,6.68237,5145,5655,3.6767,2,4,60,120,https://boardgamegeek.com/boardgame/12962
528,ZÈRTZ,864,7.26979,6.68184,4267,6238,2.7456,2,2,30,60,https://boardgamegeek.com/boardgame/528
163602,XCOM: The Board Game,865,7.00305,6.68165,8885,13893,2.9146,1,4,60,120,https://boardgamegeek.com/boardgame/163602
41002,Vasco da Gama,866,7.21696,6.68134,4506,5096,3.2368,2,4,60,120,https://boardgamegeek.com/boardgame/41002
256788,Detective Club,867,7.36853,6.68109,3649,6415,1.2459,4,8,45,45,https://boardgamegeek.com/boardgame/256788
253499,A War of Whispers,868,7.34791,6.6808,3708,6051,2.5472,2,4,30,60,https://boardgamegeek.com/boardgame/253499
367220,Sea Salt & Paper,869,7.40436,6.67974,3550,7116,1.4318,2,4,30,45,https://boardgamegeek.com/boardgame/367220
122298,Morels,870,6.98675,6.67928,8901,16080,1.7357,2,2,30,30,https://boardgamegeek.com/boardgame/122298
264052,Circadians: First Light,871,7.59076,6.67917,2682,4938,3.4459,1,4,60,90,https://boardgamegeek.com/boardgame/264052
38996,Washington's War,872,7.61392,6.67895,2560,4659,2.875,2,2,90,90,https://boardgamegeek.com/boardgame/38996
145659,Scoville,873,7.12937,6.67853,5326,7584,2.7784,2,6,60,90,https://boardgamegeek.com/boardgame/145659
177590,"13 Days: The Cuban Missile Crisis, 1962",874,7.22803,6.67819,4423,7290,2.3143,2,2,45,45,https://boardgamegeek.com/boardgame/177590
28181,Combat Commander: Pacific,875,8.11209,6.67766,1677,3822,3.2381,2,2,180,180,https://boardgamegeek.com/boardgame/28181
103886,Star Wars: The Card Game,876,7.17337,6.67573,5729,10831,2.9677,2,2,30,60,https://boardgamegeek.com/boardgame/103886
12891,Friedrich,877,7.56098,6.67396,2793,3936,3.1394,3,4,210,210,https://boardgamegeek.com/boardgame/12891
228328,Rurik: Dawn of Kiev,878,7.77299,6.67386,2318,3121,3.0741,1,4,60,120,https://boardgamegeek.com/boardgame/228328
285984,Last Bastion,879,7.50357,6.67204,3128,5783,2.5865,1,4,45,45,https://boardgamegeek.com/boardgame/285984
281655,High Frontier 4 All,880,8.44354,6.67162,1477,4774,4.8199,1,5,30,240,https://boardgamegeek.com/boardgame/281655
216459,The Lost Expedition,881,7.0582,6.67159,6847,12458,1.8806,1,5,30,50,https://boardgamegeek.com/boardgame/216459
24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,882,7.50664,6.67062,3055,3948,2.9957,1,4,120,120,https://boardgamegeek.com/boardgame/24800
272739,Clinic: Deluxe Edition,883,7.64894,6.67006,2453,6347,4,1,4,60,150,https://boardgamegeek.com/boardgame/272739
234477,Battle for Rokugan,884,7.41567,6.66947,3475,5462,2.7611,2,5,60,90,https://boardgamegeek.com/boardgame/234477
137269,Spyrium,885,7.04499,6.66846,6231,7447,2.8944,2,5,75,75,https://boardgamegeek.com/boardgame/137269
119788,Hyperborea,886,7.17966,6.66774,4891,6822,3.1698,2,6,50,150,https://boardgamegeek.com/boardgame/119788
56692,Parade,887,6.99635,6.66749,7522,11290,1.4639,2,6,45,45,https://boardgamegeek.com/boardgame/56692
158889,Summoner Wars: Alliances Master Set,888,8.05057,6.66633,1786,3526,2.7234,2,4,45,45,https://boardgamegeek.com/boardgame/158889
18098,Napoleon's Triumph,889,7.99396,6.66553,1814,2946,3.6517,2,8,180,180,https://boardgamegeek.com/boardgame/18098
65244,Forbidden Island,890,6.76637,6.66548,49263,88098,1.7384,2,4,30,30,https://boardgamegeek.com/boardgame/65244
370913,Star Wars: The Clone Wars,891,7.65398,6.66524,2588,7274,2.1205,1,5,60,60,https://boardgamegeek.com/boardgame/370913
